Graph Name,Rank,No of sources of Evidences,Controller,Allocated Switch
ARN.GRAPHML,Rank 2,2,8,19
ARN.GRAPHML,Rank 2,2,8,5
ARN.GRAPHML,Rank 2,2,8,13
ARN.GRAPHML,Rank 2,2,8,12
ARN.GRAPHML,Rank 2,2,8,18
ARN.GRAPHML,Rank 2,2,8,14
ARN.GRAPHML,Rank 2,2,8,10
ARN.GRAPHML,Rank 2,2,8,9
ARN.GRAPHML,Rank 2,2,8,15
ARN.GRAPHML,Rank 2,3,8,29
ARN.GRAPHML,Rank 2,3,8,9
ARN.GRAPHML,Rank 2,3,8,15
ARN.GRAPHML,Rank 2,3,8,19
ARN.GRAPHML,Rank 2,3,8,27
ARN.GRAPHML,Rank 2,3,8,18
ARN.GRAPHML,Rank 2,3,8,25
ARN.GRAPHML,Rank 2,3,8,17
ARN.GRAPHML,Rank 2,3,8,10
ARN.GRAPHML,Rank 2,3,8,21
ARN.GRAPHML,Rank 2,3,8,26
ARN.GRAPHML,Rank 2,3,8,2
ARN.GRAPHML,Rank 2,3,8,5
ARN.GRAPHML,Rank 2,3,8,23
ARN.GRAPHML,Rank 2,3,8,14
ARN.GRAPHML,Rank 2,3,8,11
ARN.GRAPHML,Rank 2,3,8,16
ARN.GRAPHML,Rank 2,3,8,28
ARN.GRAPHML,Rank 2,3,8,24
ARN.GRAPHML,Rank 2,3,8,13
ARN.GRAPHML,Rank 2,3,8,1
ARN.GRAPHML,Rank 2,3,8,12
ARN.GRAPHML,Rank 2,3,8,20
ARN.GRAPHML,Rank 2,3,8,22
ARN.GRAPHML,Rank 2,3,8,3
ARN.GRAPHML,Rank 2,3,8,0
ARN.GRAPHML,Rank 2,3,4,6
ARN.GRAPHML,Rank 2,3,4,7
ARN.GRAPHML,Rank 2,4,7,4
ARN.GRAPHML,Rank 2,4,7,29
ARN.GRAPHML,Rank 2,4,7,27
ARN.GRAPHML,Rank 2,4,7,25
ARN.GRAPHML,Rank 2,4,7,17
ARN.GRAPHML,Rank 2,4,7,21
ARN.GRAPHML,Rank 2,4,7,26
ARN.GRAPHML,Rank 2,4,7,2
ARN.GRAPHML,Rank 2,4,7,23
ARN.GRAPHML,Rank 2,4,7,11
ARN.GRAPHML,Rank 2,4,7,6
ARN.GRAPHML,Rank 2,4,7,16
ARN.GRAPHML,Rank 2,4,7,28
ARN.GRAPHML,Rank 2,4,7,24
ARN.GRAPHML,Rank 2,4,7,1
ARN.GRAPHML,Rank 2,4,7,20
ARN.GRAPHML,Rank 2,4,7,22
ARN.GRAPHML,Rank 2,4,7,3
ARN.GRAPHML,Rank 2,4,7,0
ARN.GRAPHML,Rank 2,4,29,28
ARN.GRAPHML,Rank 2,4,29,26
ARN.GRAPHML,Rank 2,4,29,27
ARN.GRAPHML,Rank 2,4,29,24
ARN.GRAPHML,Rank 2,4,29,25
ARN.GRAPHML,Rank 2,4,29,20
ARN.GRAPHML,Rank 3,2,22,7
ARN.GRAPHML,Rank 3,2,22,4
ARN.GRAPHML,Rank 3,2,22,2
ARN.GRAPHML,Rank 3,2,22,23
ARN.GRAPHML,Rank 3,2,22,1
ARN.GRAPHML,Rank 3,2,22,0
ARN.GRAPHML,Rank 3,2,22,11
ARN.GRAPHML,Rank 3,2,22,17
ARN.GRAPHML,Rank 3,2,22,6
ARN.GRAPHML,Rank 3,2,22,3
ARN.GRAPHML,Rank 3,2,22,16
ARN.GRAPHML,Rank 3,2,22,21
ARN.GRAPHML,Rank 3,2,8,19
ARN.GRAPHML,Rank 3,2,8,5
ARN.GRAPHML,Rank 3,2,8,13
ARN.GRAPHML,Rank 3,2,8,12
ARN.GRAPHML,Rank 3,2,8,18
ARN.GRAPHML,Rank 3,2,8,14
ARN.GRAPHML,Rank 3,2,8,10
ARN.GRAPHML,Rank 3,2,8,9
ARN.GRAPHML,Rank 3,2,8,15
ARN.GRAPHML,Rank 3,2,24,28
ARN.GRAPHML,Rank 3,2,24,26
ARN.GRAPHML,Rank 3,2,24,27
ARN.GRAPHML,Rank 3,2,24,29
ARN.GRAPHML,Rank 3,2,24,25
ARN.GRAPHML,Rank 3,2,24,20
ARN.GRAPHML,Rank 3,3,8,29
ARN.GRAPHML,Rank 3,3,8,9
ARN.GRAPHML,Rank 3,3,8,15
ARN.GRAPHML,Rank 3,3,8,19
ARN.GRAPHML,Rank 3,3,8,27
ARN.GRAPHML,Rank 3,3,8,18
ARN.GRAPHML,Rank 3,3,8,25
ARN.GRAPHML,Rank 3,3,8,17
ARN.GRAPHML,Rank 3,3,8,10
ARN.GRAPHML,Rank 3,3,8,21
ARN.GRAPHML,Rank 3,3,8,26
ARN.GRAPHML,Rank 3,3,8,2
ARN.GRAPHML,Rank 3,3,8,5
ARN.GRAPHML,Rank 3,3,8,23
ARN.GRAPHML,Rank 3,3,8,14
ARN.GRAPHML,Rank 3,3,8,11
ARN.GRAPHML,Rank 3,3,8,16
ARN.GRAPHML,Rank 3,3,8,28
ARN.GRAPHML,Rank 3,3,8,24
ARN.GRAPHML,Rank 3,3,8,13
ARN.GRAPHML,Rank 3,3,8,1
ARN.GRAPHML,Rank 3,3,8,12
ARN.GRAPHML,Rank 3,3,8,20
ARN.GRAPHML,Rank 3,3,8,22
ARN.GRAPHML,Rank 3,3,8,3
ARN.GRAPHML,Rank 3,3,8,0
ARN.GRAPHML,Rank 3,3,4,6
ARN.GRAPHML,Rank 3,3,4,7
ARN.GRAPHML,Rank 3,4,7,16
ARN.GRAPHML,Rank 3,4,7,4
ARN.GRAPHML,Rank 3,4,7,2
ARN.GRAPHML,Rank 3,4,7,23
ARN.GRAPHML,Rank 3,4,7,1
ARN.GRAPHML,Rank 3,4,7,11
ARN.GRAPHML,Rank 3,4,7,22
ARN.GRAPHML,Rank 3,4,7,17
ARN.GRAPHML,Rank 3,4,7,6
ARN.GRAPHML,Rank 3,4,7,3
ARN.GRAPHML,Rank 3,4,7,0
ARN.GRAPHML,Rank 3,4,7,21
ARN.GRAPHML,Rank 3,4,29,28
ARN.GRAPHML,Rank 3,4,29,26
ARN.GRAPHML,Rank 3,4,29,27
ARN.GRAPHML,Rank 3,4,29,24
ARN.GRAPHML,Rank 3,4,29,25
ARN.GRAPHML,Rank 3,4,29,20
ARN.GRAPHML,Rank 3,4,18,19
ARN.GRAPHML,Rank 3,4,18,8
ARN.GRAPHML,Rank 3,4,18,5
ARN.GRAPHML,Rank 3,4,18,13
ARN.GRAPHML,Rank 3,4,18,12
ARN.GRAPHML,Rank 3,4,18,14
ARN.GRAPHML,Rank 3,4,18,10
ARN.GRAPHML,Rank 3,4,18,9
ARN.GRAPHML,Rank 3,4,18,15
ARN.GRAPHML,Rank 4,2,22,7
ARN.GRAPHML,Rank 4,2,22,4
ARN.GRAPHML,Rank 4,2,22,2
ARN.GRAPHML,Rank 4,2,22,23
ARN.GRAPHML,Rank 4,2,22,1
ARN.GRAPHML,Rank 4,2,22,0
ARN.GRAPHML,Rank 4,2,22,11
ARN.GRAPHML,Rank 4,2,22,17
ARN.GRAPHML,Rank 4,2,22,6
ARN.GRAPHML,Rank 4,2,22,3
ARN.GRAPHML,Rank 4,2,22,16
ARN.GRAPHML,Rank 4,2,22,21
ARN.GRAPHML,Rank 4,2,8,19
ARN.GRAPHML,Rank 4,2,8,5
ARN.GRAPHML,Rank 4,2,8,13
ARN.GRAPHML,Rank 4,2,8,12
ARN.GRAPHML,Rank 4,2,8,18
ARN.GRAPHML,Rank 4,2,8,14
ARN.GRAPHML,Rank 4,2,8,10
ARN.GRAPHML,Rank 4,2,8,9
ARN.GRAPHML,Rank 4,2,8,15
ARN.GRAPHML,Rank 4,2,24,28
ARN.GRAPHML,Rank 4,2,24,26
ARN.GRAPHML,Rank 4,2,24,27
ARN.GRAPHML,Rank 4,2,24,29
ARN.GRAPHML,Rank 4,2,24,25
ARN.GRAPHML,Rank 4,2,24,20
ARN.GRAPHML,Rank 4,3,8,29
ARN.GRAPHML,Rank 4,3,8,9
ARN.GRAPHML,Rank 4,3,8,15
ARN.GRAPHML,Rank 4,3,8,19
ARN.GRAPHML,Rank 4,3,8,27
ARN.GRAPHML,Rank 4,3,8,18
ARN.GRAPHML,Rank 4,3,8,25
ARN.GRAPHML,Rank 4,3,8,17
ARN.GRAPHML,Rank 4,3,8,10
ARN.GRAPHML,Rank 4,3,8,21
ARN.GRAPHML,Rank 4,3,8,26
ARN.GRAPHML,Rank 4,3,8,2
ARN.GRAPHML,Rank 4,3,8,5
ARN.GRAPHML,Rank 4,3,8,23
ARN.GRAPHML,Rank 4,3,8,14
ARN.GRAPHML,Rank 4,3,8,11
ARN.GRAPHML,Rank 4,3,8,16
ARN.GRAPHML,Rank 4,3,8,28
ARN.GRAPHML,Rank 4,3,8,24
ARN.GRAPHML,Rank 4,3,8,13
ARN.GRAPHML,Rank 4,3,8,1
ARN.GRAPHML,Rank 4,3,8,12
ARN.GRAPHML,Rank 4,3,8,20
ARN.GRAPHML,Rank 4,3,8,22
ARN.GRAPHML,Rank 4,3,8,3
ARN.GRAPHML,Rank 4,3,8,0
ARN.GRAPHML,Rank 4,3,4,6
ARN.GRAPHML,Rank 4,3,4,7
ARN.GRAPHML,Rank 4,4,7,16
ARN.GRAPHML,Rank 4,4,7,4
ARN.GRAPHML,Rank 4,4,7,2
ARN.GRAPHML,Rank 4,4,7,23
ARN.GRAPHML,Rank 4,4,7,1
ARN.GRAPHML,Rank 4,4,7,11
ARN.GRAPHML,Rank 4,4,7,22
ARN.GRAPHML,Rank 4,4,7,17
ARN.GRAPHML,Rank 4,4,7,6
ARN.GRAPHML,Rank 4,4,7,3
ARN.GRAPHML,Rank 4,4,7,0
ARN.GRAPHML,Rank 4,4,7,21
ARN.GRAPHML,Rank 4,4,29,28
ARN.GRAPHML,Rank 4,4,29,26
ARN.GRAPHML,Rank 4,4,29,27
ARN.GRAPHML,Rank 4,4,29,24
ARN.GRAPHML,Rank 4,4,29,25
ARN.GRAPHML,Rank 4,4,29,20
ARN.GRAPHML,Rank 4,4,18,19
ARN.GRAPHML,Rank 4,4,18,8
ARN.GRAPHML,Rank 4,4,18,5
ARN.GRAPHML,Rank 4,4,18,13
ARN.GRAPHML,Rank 4,4,18,12
ARN.GRAPHML,Rank 4,4,18,14
ARN.GRAPHML,Rank 4,4,18,10
ARN.GRAPHML,Rank 4,4,18,9
ARN.GRAPHML,Rank 4,4,18,15
ARN.GRAPHML,Rank 5,2,22,7
ARN.GRAPHML,Rank 5,2,22,4
ARN.GRAPHML,Rank 5,2,22,2
ARN.GRAPHML,Rank 5,2,22,23
ARN.GRAPHML,Rank 5,2,22,1
ARN.GRAPHML,Rank 5,2,22,0
ARN.GRAPHML,Rank 5,2,22,11
ARN.GRAPHML,Rank 5,2,22,17
ARN.GRAPHML,Rank 5,2,22,6
ARN.GRAPHML,Rank 5,2,22,3
ARN.GRAPHML,Rank 5,2,22,16
ARN.GRAPHML,Rank 5,2,22,21
ARN.GRAPHML,Rank 5,2,8,19
ARN.GRAPHML,Rank 5,2,8,5
ARN.GRAPHML,Rank 5,2,8,13
ARN.GRAPHML,Rank 5,2,8,12
ARN.GRAPHML,Rank 5,2,8,18
ARN.GRAPHML,Rank 5,2,8,14
ARN.GRAPHML,Rank 5,2,8,10
ARN.GRAPHML,Rank 5,2,8,9
ARN.GRAPHML,Rank 5,2,8,15
ARN.GRAPHML,Rank 5,2,24,28
ARN.GRAPHML,Rank 5,2,24,26
ARN.GRAPHML,Rank 5,2,24,27
ARN.GRAPHML,Rank 5,2,24,29
ARN.GRAPHML,Rank 5,2,24,25
ARN.GRAPHML,Rank 5,2,24,20
ARN.GRAPHML,Rank 5,3,8,29
ARN.GRAPHML,Rank 5,3,8,9
ARN.GRAPHML,Rank 5,3,8,15
ARN.GRAPHML,Rank 5,3,8,19
ARN.GRAPHML,Rank 5,3,8,27
ARN.GRAPHML,Rank 5,3,8,18
ARN.GRAPHML,Rank 5,3,8,25
ARN.GRAPHML,Rank 5,3,8,17
ARN.GRAPHML,Rank 5,3,8,10
ARN.GRAPHML,Rank 5,3,8,21
ARN.GRAPHML,Rank 5,3,8,26
ARN.GRAPHML,Rank 5,3,8,2
ARN.GRAPHML,Rank 5,3,8,5
ARN.GRAPHML,Rank 5,3,8,23
ARN.GRAPHML,Rank 5,3,8,14
ARN.GRAPHML,Rank 5,3,8,11
ARN.GRAPHML,Rank 5,3,8,16
ARN.GRAPHML,Rank 5,3,8,28
ARN.GRAPHML,Rank 5,3,8,24
ARN.GRAPHML,Rank 5,3,8,13
ARN.GRAPHML,Rank 5,3,8,1
ARN.GRAPHML,Rank 5,3,8,12
ARN.GRAPHML,Rank 5,3,8,20
ARN.GRAPHML,Rank 5,3,8,22
ARN.GRAPHML,Rank 5,3,8,3
ARN.GRAPHML,Rank 5,3,8,0
ARN.GRAPHML,Rank 5,3,4,6
ARN.GRAPHML,Rank 5,3,4,7
ARN.GRAPHML,Rank 5,4,7,16
ARN.GRAPHML,Rank 5,4,7,4
ARN.GRAPHML,Rank 5,4,7,2
ARN.GRAPHML,Rank 5,4,7,23
ARN.GRAPHML,Rank 5,4,7,1
ARN.GRAPHML,Rank 5,4,7,11
ARN.GRAPHML,Rank 5,4,7,22
ARN.GRAPHML,Rank 5,4,7,17
ARN.GRAPHML,Rank 5,4,7,6
ARN.GRAPHML,Rank 5,4,7,3
ARN.GRAPHML,Rank 5,4,7,0
ARN.GRAPHML,Rank 5,4,7,21
ARN.GRAPHML,Rank 5,4,29,28
ARN.GRAPHML,Rank 5,4,29,26
ARN.GRAPHML,Rank 5,4,29,27
ARN.GRAPHML,Rank 5,4,29,24
ARN.GRAPHML,Rank 5,4,29,25
ARN.GRAPHML,Rank 5,4,29,20
ARN.GRAPHML,Rank 5,4,18,19
ARN.GRAPHML,Rank 5,4,18,8
ARN.GRAPHML,Rank 5,4,18,5
ARN.GRAPHML,Rank 5,4,18,13
ARN.GRAPHML,Rank 5,4,18,12
ARN.GRAPHML,Rank 5,4,18,14
ARN.GRAPHML,Rank 5,4,18,10
ARN.GRAPHML,Rank 5,4,18,9
ARN.GRAPHML,Rank 5,4,18,15
BELLCANADA,Rank 1,2,33,32
BELLCANADA,Rank 1,2,33,30
BELLCANADA,Rank 1,3,1,6
BELLCANADA,Rank 1,3,1,7
BELLCANADA,Rank 1,4,2,4
BELLCANADA,Rank 1,4,2,29
BELLCANADA,Rank 1,4,2,32
BELLCANADA,Rank 1,4,2,31
BELLCANADA,Rank 1,4,2,34
BELLCANADA,Rank 1,4,2,9
BELLCANADA,Rank 1,4,2,15
BELLCANADA,Rank 1,4,2,44
BELLCANADA,Rank 1,4,2,30
BELLCANADA,Rank 1,4,2,19
BELLCANADA,Rank 1,4,2,27
BELLCANADA,Rank 1,4,2,43
BELLCANADA,Rank 1,4,2,18
BELLCANADA,Rank 1,4,2,25
BELLCANADA,Rank 1,4,2,36
BELLCANADA,Rank 1,4,2,17
BELLCANADA,Rank 1,4,2,10
BELLCANADA,Rank 1,4,2,37
BELLCANADA,Rank 1,4,2,7
BELLCANADA,Rank 1,4,2,21
BELLCANADA,Rank 1,4,2,26
BELLCANADA,Rank 1,4,2,5
BELLCANADA,Rank 1,4,2,23
BELLCANADA,Rank 1,4,2,14
BELLCANADA,Rank 1,4,2,39
BELLCANADA,Rank 1,4,2,11
BELLCANADA,Rank 1,4,2,41
BELLCANADA,Rank 1,4,2,6
BELLCANADA,Rank 1,4,2,16
BELLCANADA,Rank 1,4,2,28
BELLCANADA,Rank 1,4,2,33
BELLCANADA,Rank 1,4,2,8
BELLCANADA,Rank 1,4,2,38
BELLCANADA,Rank 1,4,2,35
BELLCANADA,Rank 1,4,2,24
BELLCANADA,Rank 1,4,2,46
BELLCANADA,Rank 1,4,2,1
BELLCANADA,Rank 1,4,2,13
BELLCANADA,Rank 1,4,2,12
BELLCANADA,Rank 1,4,2,45
BELLCANADA,Rank 1,4,2,20
BELLCANADA,Rank 1,4,2,42
BELLCANADA,Rank 1,4,2,22
BELLCANADA,Rank 1,4,2,3
BELLCANADA,Rank 1,4,2,40
BELLCANADA,Rank 1,4,2,0
BELLCANADA,Rank 1,4,2,47
BELLCANADA,Rank 2,2,33,32
BELLCANADA,Rank 2,2,33,30
BELLCANADA,Rank 2,2,2,4
BELLCANADA,Rank 2,2,2,32
BELLCANADA,Rank 2,2,2,31
BELLCANADA,Rank 2,2,2,34
BELLCANADA,Rank 2,2,2,9
BELLCANADA,Rank 2,2,2,44
BELLCANADA,Rank 2,2,2,30
BELLCANADA,Rank 2,2,2,27
BELLCANADA,Rank 2,2,2,43
BELLCANADA,Rank 2,2,2,36
BELLCANADA,Rank 2,2,2,37
BELLCANADA,Rank 2,2,2,7
BELLCANADA,Rank 2,2,2,26
BELLCANADA,Rank 2,2,2,5
BELLCANADA,Rank 2,2,2,39
BELLCANADA,Rank 2,2,2,6
BELLCANADA,Rank 2,2,2,33
BELLCANADA,Rank 2,2,2,8
BELLCANADA,Rank 2,2,2,38
BELLCANADA,Rank 2,2,2,35
BELLCANADA,Rank 2,2,2,46
BELLCANADA,Rank 2,2,2,1
BELLCANADA,Rank 2,2,2,45
BELLCANADA,Rank 2,2,2,42
BELLCANADA,Rank 2,2,2,3
BELLCANADA,Rank 2,2,2,0
BELLCANADA,Rank 2,2,2,47
BELLCANADA,Rank 2,3,1,6
BELLCANADA,Rank 2,3,1,7
BELLCANADA,Rank 2,3,2,4
BELLCANADA,Rank 2,3,2,32
BELLCANADA,Rank 2,3,2,31
BELLCANADA,Rank 2,3,2,34
BELLCANADA,Rank 2,3,2,9
BELLCANADA,Rank 2,3,2,44
BELLCANADA,Rank 2,3,2,30
BELLCANADA,Rank 2,3,2,27
BELLCANADA,Rank 2,3,2,37
BELLCANADA,Rank 2,3,2,7
BELLCANADA,Rank 2,3,2,26
BELLCANADA,Rank 2,3,2,5
BELLCANADA,Rank 2,3,2,39
BELLCANADA,Rank 2,3,2,6
BELLCANADA,Rank 2,3,2,33
BELLCANADA,Rank 2,3,2,8
BELLCANADA,Rank 2,3,2,38
BELLCANADA,Rank 2,3,2,46
BELLCANADA,Rank 2,3,2,1
BELLCANADA,Rank 2,3,2,45
BELLCANADA,Rank 2,3,2,3
BELLCANADA,Rank 2,3,2,0
BELLCANADA,Rank 2,3,2,47
BELLCANADA,Rank 2,4,2,4
BELLCANADA,Rank 2,4,2,32
BELLCANADA,Rank 2,4,2,31
BELLCANADA,Rank 2,4,2,34
BELLCANADA,Rank 2,4,2,9
BELLCANADA,Rank 2,4,2,44
BELLCANADA,Rank 2,4,2,30
BELLCANADA,Rank 2,4,2,27
BELLCANADA,Rank 2,4,2,37
BELLCANADA,Rank 2,4,2,7
BELLCANADA,Rank 2,4,2,26
BELLCANADA,Rank 2,4,2,5
BELLCANADA,Rank 2,4,2,39
BELLCANADA,Rank 2,4,2,6
BELLCANADA,Rank 2,4,2,33
BELLCANADA,Rank 2,4,2,8
BELLCANADA,Rank 2,4,2,38
BELLCANADA,Rank 2,4,2,46
BELLCANADA,Rank 2,4,2,1
BELLCANADA,Rank 2,4,2,45
BELLCANADA,Rank 2,4,2,3
BELLCANADA,Rank 2,4,2,0
BELLCANADA,Rank 2,4,2,47
BELLCANADA,Rank 2,4,1,6
BELLCANADA,Rank 3,2,33,32
BELLCANADA,Rank 3,2,33,30
BELLCANADA,Rank 3,2,2,7
BELLCANADA,Rank 3,2,2,26
BELLCANADA,Rank 3,2,2,4
BELLCANADA,Rank 3,2,2,27
BELLCANADA,Rank 3,2,2,38
BELLCANADA,Rank 3,2,2,46
BELLCANADA,Rank 3,2,2,1
BELLCANADA,Rank 3,2,2,5
BELLCANADA,Rank 3,2,2,43
BELLCANADA,Rank 3,2,2,45
BELLCANADA,Rank 3,2,2,34
BELLCANADA,Rank 3,2,2,39
BELLCANADA,Rank 3,2,2,42
BELLCANADA,Rank 3,2,2,6
BELLCANADA,Rank 3,2,2,3
BELLCANADA,Rank 3,2,2,44
BELLCANADA,Rank 3,2,2,0
BELLCANADA,Rank 3,2,2,47
BELLCANADA,Rank 3,2,4,5
BELLCANADA,Rank 3,2,4,7
BELLCANADA,Rank 3,3,1,6
BELLCANADA,Rank 3,3,1,7
BELLCANADA,Rank 3,3,2,4
BELLCANADA,Rank 3,3,2,32
BELLCANADA,Rank 3,3,2,31
BELLCANADA,Rank 3,3,2,34
BELLCANADA,Rank 3,3,2,9
BELLCANADA,Rank 3,3,2,44
BELLCANADA,Rank 3,3,2,30
BELLCANADA,Rank 3,3,2,27
BELLCANADA,Rank 3,3,2,37
BELLCANADA,Rank 3,3,2,7
BELLCANADA,Rank 3,3,2,26
BELLCANADA,Rank 3,3,2,5
BELLCANADA,Rank 3,3,2,39
BELLCANADA,Rank 3,3,2,6
BELLCANADA,Rank 3,3,2,33
BELLCANADA,Rank 3,3,2,8
BELLCANADA,Rank 3,3,2,38
BELLCANADA,Rank 3,3,2,46
BELLCANADA,Rank 3,3,2,1
BELLCANADA,Rank 3,3,2,45
BELLCANADA,Rank 3,3,2,3
BELLCANADA,Rank 3,3,2,0
BELLCANADA,Rank 3,3,2,47
BELLCANADA,Rank 3,3,8,9
BELLCANADA,Rank 3,3,8,5
BELLCANADA,Rank 3,4,2,7
BELLCANADA,Rank 3,4,2,4
BELLCANADA,Rank 3,4,2,46
BELLCANADA,Rank 3,4,2,1
BELLCANADA,Rank 3,4,2,5
BELLCANADA,Rank 3,4,2,45
BELLCANADA,Rank 3,4,2,34
BELLCANADA,Rank 3,4,2,39
BELLCANADA,Rank 3,4,2,6
BELLCANADA,Rank 3,4,2,3
BELLCANADA,Rank 3,4,2,44
BELLCANADA,Rank 3,4,2,0
BELLCANADA,Rank 3,4,2,47
BELLCANADA,Rank 3,4,1,6
BELLCANADA,Rank 3,4,8,9
BELLCANADA,Rank 3,4,8,5
BELLCANADA,Rank 4,2,33,32
BELLCANADA,Rank 4,2,33,30
BELLCANADA,Rank 4,2,2,7
BELLCANADA,Rank 4,2,2,26
BELLCANADA,Rank 4,2,2,4
BELLCANADA,Rank 4,2,2,27
BELLCANADA,Rank 4,2,2,38
BELLCANADA,Rank 4,2,2,46
BELLCANADA,Rank 4,2,2,1
BELLCANADA,Rank 4,2,2,5
BELLCANADA,Rank 4,2,2,43
BELLCANADA,Rank 4,2,2,45
BELLCANADA,Rank 4,2,2,34
BELLCANADA,Rank 4,2,2,39
BELLCANADA,Rank 4,2,2,42
BELLCANADA,Rank 4,2,2,6
BELLCANADA,Rank 4,2,2,3
BELLCANADA,Rank 4,2,2,44
BELLCANADA,Rank 4,2,2,0
BELLCANADA,Rank 4,2,2,47
BELLCANADA,Rank 4,2,4,5
BELLCANADA,Rank 4,2,4,7
BELLCANADA,Rank 4,2,27,26
BELLCANADA,Rank 4,2,27,38
BELLCANADA,Rank 4,3,1,6
BELLCANADA,Rank 4,3,1,7
BELLCANADA,Rank 4,3,2,7
BELLCANADA,Rank 4,3,2,4
BELLCANADA,Rank 4,3,2,46
BELLCANADA,Rank 4,3,2,1
BELLCANADA,Rank 4,3,2,5
BELLCANADA,Rank 4,3,2,45
BELLCANADA,Rank 4,3,2,34
BELLCANADA,Rank 4,3,2,39
BELLCANADA,Rank 4,3,2,6
BELLCANADA,Rank 4,3,2,3
BELLCANADA,Rank 4,3,2,44
BELLCANADA,Rank 4,3,2,0
BELLCANADA,Rank 4,3,2,47
BELLCANADA,Rank 4,3,8,9
BELLCANADA,Rank 4,3,8,5
BELLCANADA,Rank 4,3,12,28
BELLCANADA,Rank 4,3,12,35
BELLCANADA,Rank 4,3,12,29
BELLCANADA,Rank 4,3,12,13
BELLCANADA,Rank 4,3,12,43
BELLCANADA,Rank 4,3,12,14
BELLCANADA,Rank 4,3,12,42
BELLCANADA,Rank 4,3,12,41
BELLCANADA,Rank 4,3,12,40
BELLCANADA,Rank 4,4,2,7
BELLCANADA,Rank 4,4,2,4
BELLCANADA,Rank 4,4,2,46
BELLCANADA,Rank 4,4,2,1
BELLCANADA,Rank 4,4,2,5
BELLCANADA,Rank 4,4,2,45
BELLCANADA,Rank 4,4,2,34
BELLCANADA,Rank 4,4,2,39
BELLCANADA,Rank 4,4,2,6
BELLCANADA,Rank 4,4,2,3
BELLCANADA,Rank 4,4,2,44
BELLCANADA,Rank 4,4,2,0
BELLCANADA,Rank 4,4,2,47
BELLCANADA,Rank 4,4,1,6
BELLCANADA,Rank 4,4,8,9
BELLCANADA,Rank 4,4,8,5
BELLCANADA,Rank 4,4,12,28
BELLCANADA,Rank 4,4,12,35
BELLCANADA,Rank 4,4,12,29
BELLCANADA,Rank 4,4,12,13
BELLCANADA,Rank 4,4,12,43
BELLCANADA,Rank 4,4,12,14
BELLCANADA,Rank 4,4,12,42
BELLCANADA,Rank 4,4,12,41
BELLCANADA,Rank 4,4,12,15
BELLCANADA,Rank 4,4,12,40
BELLCANADA,Rank 5,2,33,32
BELLCANADA,Rank 5,2,33,30
BELLCANADA,Rank 5,2,2,7
BELLCANADA,Rank 5,2,2,26
BELLCANADA,Rank 5,2,2,4
BELLCANADA,Rank 5,2,2,27
BELLCANADA,Rank 5,2,2,38
BELLCANADA,Rank 5,2,2,46
BELLCANADA,Rank 5,2,2,1
BELLCANADA,Rank 5,2,2,5
BELLCANADA,Rank 5,2,2,45
BELLCANADA,Rank 5,2,2,39
BELLCANADA,Rank 5,2,2,6
BELLCANADA,Rank 5,2,2,3
BELLCANADA,Rank 5,2,2,0
BELLCANADA,Rank 5,2,2,47
BELLCANADA,Rank 5,2,4,5
BELLCANADA,Rank 5,2,4,7
BELLCANADA,Rank 5,2,27,26
BELLCANADA,Rank 5,2,27,38
BELLCANADA,Rank 5,2,16,19
BELLCANADA,Rank 5,2,16,23
BELLCANADA,Rank 5,2,16,12
BELLCANADA,Rank 5,2,16,18
BELLCANADA,Rank 5,2,16,14
BELLCANADA,Rank 5,2,16,17
BELLCANADA,Rank 5,2,16,10
BELLCANADA,Rank 5,2,16,15
BELLCANADA,Rank 5,3,1,6
BELLCANADA,Rank 5,3,1,7
BELLCANADA,Rank 5,3,2,7
BELLCANADA,Rank 5,3,2,4
BELLCANADA,Rank 5,3,2,46
BELLCANADA,Rank 5,3,2,1
BELLCANADA,Rank 5,3,2,5
BELLCANADA,Rank 5,3,2,45
BELLCANADA,Rank 5,3,2,34
BELLCANADA,Rank 5,3,2,39
BELLCANADA,Rank 5,3,2,6
BELLCANADA,Rank 5,3,2,3
BELLCANADA,Rank 5,3,2,44
BELLCANADA,Rank 5,3,2,0
BELLCANADA,Rank 5,3,2,47
BELLCANADA,Rank 5,3,8,9
BELLCANADA,Rank 5,3,8,5
BELLCANADA,Rank 5,3,12,28
BELLCANADA,Rank 5,3,12,35
BELLCANADA,Rank 5,3,12,29
BELLCANADA,Rank 5,3,12,13
BELLCANADA,Rank 5,3,12,43
BELLCANADA,Rank 5,3,12,14
BELLCANADA,Rank 5,3,12,42
BELLCANADA,Rank 5,3,12,41
BELLCANADA,Rank 5,3,12,40
BELLCANADA,Rank 5,3,16,19
BELLCANADA,Rank 5,3,16,23
BELLCANADA,Rank 5,3,16,18
BELLCANADA,Rank 5,3,16,17
BELLCANADA,Rank 5,3,16,10
BELLCANADA,Rank 5,3,16,15
BELLCANADA,Rank 5,4,2,7
BELLCANADA,Rank 5,4,2,4
BELLCANADA,Rank 5,4,2,46
BELLCANADA,Rank 5,4,2,1
BELLCANADA,Rank 5,4,2,5
BELLCANADA,Rank 5,4,2,45
BELLCANADA,Rank 5,4,2,34
BELLCANADA,Rank 5,4,2,39
BELLCANADA,Rank 5,4,2,6
BELLCANADA,Rank 5,4,2,3
BELLCANADA,Rank 5,4,2,44
BELLCANADA,Rank 5,4,2,0
BELLCANADA,Rank 5,4,1,6
BELLCANADA,Rank 5,4,8,9
